District,Category,Cohort Year,Cohort,# Total Cohort,# Grads,% Grads,# Total Regents,% Total Regents of Cohort,% Total Regents of Grads,# Advanced Regents,% Advanced Regents of Cohort,% Advanced Regents of Grads,# Regents without Advanced,% Regents without Advanced of Cohort,% Regents without Advanced of Grads,# Local,% Local of Cohort,% Local of Grads,# Still Enrolled,% Still Enrolled,# Dropout,% Dropout,# SACC (IEP Diploma),% SACC (IEP Diploma) of Cohort,# TASC (GED),% TASC (GED) of Cohort
19,All Students,2009,6 year June,1491,1054,70.7,933,62.6,88.5,25,1.7,2.4,908,60.9,86.1,121,8.1,11.5,104,7,299,20.1,19,1.3,12,0.8
19,All Students,2008,6 year June,1665,1112,66.8,1009,60.6,90.7,29,1.7,2.6,980,58.9,88.1,103,6.2,9.3,136,8.2,328,19.7,72,4.3,13,0.8
19,All Students,2007,6 year June,1712,1193,69.7,837,48.9,70.2,37,2.2,3.1,800,46.7,67.1,356,20.8,29.8,42,2.5,400,23.4,54,3.2,22,1.3
19,All Students,2006,6 year June,1754,1153,65.7,711,40.5,61.7,106,6,9.2,605,34.5,52.5,442,25.2,38.3,39,2.2,449,25.6,72,4.1,39,2.2
19,All Students,2005,6 year June,1756,1066,60.7,607,34.6,56.9,162,9.2,15.2,445,25.3,41.7,459,26.1,43.1,90,5.1,483,27.5,63,3.6,50,2.8
19,All Students,2004,6 year June,1657,941,56.8,516,31.1,54.8,123,7.4,13.1,393,23.7,41.8,425,25.6,45.2,142,8.6,487,29.4,58,3.5,25,1.5
19,All Students,2003,6 year June,1877,953,50.8,361,19.2,37.9,93,5,9.8,268,14.3,28.1,592,31.5,62.1,167,8.9,648,34.5,65,3.5,42,2.2
19,All Students,2002,6 year June,1915,951,49.7,362,18.9,38.1,32,1.7,3.4,330,17.2,34.7,593,31,62.4,138,7.2,692,36.1,89,4.6,41,2.1
19,All Students,2001,6 year June,1755,842,48,241,13.7,28.6,53,3,6.3,188,10.7,22.3,603,34.4,71.6,129,7.4,676,38.5,95,5.4,12,0.7
20,All Students,2015,4 year August,3228,2462,76.3,2313,71.7,93.9,774,24,31.4,1539,47.7,62.5,149,4.6,6.1,444,13.8,291,9,12,0.4,19,0.6
20,All Students,2014,4 year August,3231,2494,77.2,2334,72.2,93.6,831,25.7,33.3,1503,46.5,60.3,160,5,6.4,460,14.2,242,7.5,14,0.4,20,0.6
20,All Students,2013,4 year August,3155,2358,74.7,2216,70.2,94,848,26.9,36,1368,43.4,58,142,4.5,6,476,15.1,281,8.9,21,0.7,17,0.5
20,All Students,2012,4 year August,2996,2142,71.5,2021,67.5,94.4,701,23.4,32.7,1320,44.1,61.6,121,4,5.6,539,18,277,9.2,15,0.5,22,0.7
20,All Students,2011,4 year August,2945,2116,71.9,2009,68.2,94.9,719,24.4,34,1290,43.8,61,107,3.6,5.1,535,18.2,261,8.9,18,0.6,14,0.5
20,All Students,2010,4 year August,3059,2063,67.4,1960,64.1,95,688,22.5,33.3,1272,41.6,61.7,103,3.4,5,618,20.2,351,11.5,18,0.6,8,0.3
20,All Students,2009,4 year August,3187,2116,66.4,2038,63.9,96.3,746,23.4,35.3,1292,40.5,61.1,78,2.4,3.7,686,21.5,326,10.2,39,1.2,20,0.6
20,All Students,2008,4 year August,2978,1956,65.7,1861,62.5,95.1,634,21.3,32.4,1227,41.2,62.7,95,3.2,4.9,643,21.6,321,10.8,41,1.4,16,0.5
20,All Students,2007,4 year August,3023,2019,66.8,1756,58.1,87,584,19.3,28.9,1172,38.8,58,263,8.7,13,512,16.9,411,13.6,42,1.4,38,1.3
20,All Students,2006,4 year August,2845,1847,64.9,1529,53.7,82.8,623,21.9,33.7,906,31.8,49.1,318,11.2,17.2,538,18.9,403,14.2,25,0.9,31,1.1
20,All Students,2005,4 year August,2976,1839,61.8,1470,49.4,79.9,607,20.4,33,863,29,46.9,369,12.4,20.1,647,21.7,417,14,35,1.2,38,1.3
20,All Students,2015,4 year June,3228,2317,71.8,2187,67.8,94.4,772,23.9,33.3,1415,43.8,61.1,130,4,5.6,587,18.2,293,9.1,12,0.4,19,0.6
20,All Students,2014,4 year June,3231,2338,72.4,2200,68.1,94.1,827,25.6,35.4,1373,42.5,58.7,138,4.3,5.9,616,19.1,242,7.5,14,0.4,20,0.6
20,All Students,2013,4 year June,3155,2229,70.6,2103,66.7,94.3,843,26.7,37.8,1260,39.9,56.5,126,4,5.7,604,19.1,281,8.9,22,0.7,17,0.5
20,All Students,2012,4 year June,2996,2044,68.2,1946,65,95.2,696,23.2,34.1,1250,41.7,61.2,98,3.3,4.8,636,21.2,277,9.2,16,0.5,22,0.7
20,All Students,2011,4 year June,2945,2014,68.4,1922,65.3,95.4,713,24.2,35.4,1209,41.1,60,92,3.1,4.6,636,21.6,261,8.9,19,0.6,14,0.5
20,All Students,2010,4 year June,3059,1930,63.1,1840,60.2,95.3,669,21.9,34.7,1171,38.3,60.7,90,2.9,4.7,751,24.6,351,11.5,18,0.6,8,0.3
20,All Students,2009,4 year June,3187,1945,61,1879,59,96.6,730,22.9,37.5,1149,36.1,59.1,66,2.1,3.4,856,26.9,326,10.2,40,1.3,20,0.6
20,All Students,2008,4 year June,2978,1835,61.6,1749,58.7,95.3,630,21.2,34.3,1119,37.6,61,86,2.9,4.7,762,25.6,321,10.8,43,1.4,16,0.5
20,All Students,2007,4 year June,3023,1904,63,1673,55.3,87.9,583,19.3,30.6,1090,36.1,57.2,231,7.6,12.1,624,20.6,416,13.8,43,1.4,35,1.2
20,All Students,2006,4 year June,2845,1733,60.9,1454,51.1,83.9,618,21.7,35.7,836,29.4,48.2,279,9.8,16.1,649,22.8,406,14.3,25,0.9,31,1.1
20,All Students,2005,4 year June,2976,1717,57.7,1395,46.9,81.2,604,20.3,35.2,791,26.6,46.1,322,10.8,18.8,768,25.8,418,14,35,1.2,38,1.3
20,All Students,2004,4 year June,3056,1721,56.3,1397,45.7,81.2,583,19.1,33.9,814,26.6,47.3,324,10.6,18.8,764,25,521,17,41,1.3,8,0.3
20,All Students,2003,4 year June,2957,1578,53.4,1299,43.9,82.3,616,20.8,39,683,23.1,43.3,279,9.4,17.7,796,26.9,549,18.6,19,0.6,12,0.4
20,All Students,2002,4 year June,2894,1420,49.1,1104,38.1,77.7,497,17.2,35,607,21,42.7,317,11,22.3,758,26.2,664,22.9,28,1,19,0.7
20,All Students,2001,4 year June,2816,1365,48.5,992,35.2,72.7,473,16.8,34.7,519,18.4,38,374,13.3,27.4,730,25.9,663,23.5,55,2,3,0.1
20,All Students,2014,5 year August,3204,2616,81.6,2425,75.7,92.7,832,26,31.8,1593,49.7,60.9,191,6,7.3,159,5,374,11.7,32,1,22,0.7
20,All Students,2013,5 year August,3145,2517,80,2333,74.2,92.7,851,27.1,33.8,1482,47.1,58.9,184,5.9,7.3,208,6.6,349,11.1,47,1.5,24,0.8
20,All Students,2012,5 year August,2972,2298,77.3,2145,72.2,93.3,703,23.7,30.6,1442,48.5,62.8,153,5.1,6.7,227,7.6,387,13,36,1.2,24,0.8
20,All Students,2011,5 year August,2929,2285,78,2146,73.3,93.9,724,24.7,31.7,1422,48.5,62.2,139,4.7,6.1,247,8.4,338,11.5,39,1.3,20,0.7
20,All Students,2010,5 year August,3013,2261,75,2123,70.5,93.9,694,23,30.7,1429,47.4,63.2,138,4.6,6.1,257,8.5,445,14.8,35,1.2,13,0.4
20,All Students,2009,5 year August,3148,2281,72.5,2182,69.3,95.7,753,23.9,33,1429,45.4,62.6,99,3.1,4.3,303,9.6,503,16,39,1.2,22,0.7
20,All Students,2008,5 year August,2920,2123,72.7,2010,68.8,94.7,640,21.9,30.1,1370,46.9,64.5,113,3.9,5.3,301,10.3,409,14,69,2.4,16,0.5
20,All Students,2007,5 year August,3005,2152,71.6,1835,61.1,85.3,587,19.5,27.3,1248,41.5,58,317,10.5,14.7,183,6.1,569,18.9,67,2.2,33,1.1
20,All Students,2006,5 year August,2867,2014,70.2,1619,56.5,80.4,631,22,31.3,988,34.5,49.1,395,13.8,19.6,202,7,559,19.5,52,1.8,37,1.3
20,All Students,2014,5 year June,3204,2594,81,2409,75.2,92.9,832,26,32.1,1577,49.2,60.8,185,5.8,7.1,172,5.4,383,12,32,1,22,0.7
20,All Students,2013,5 year June,3145,2483,79,2304,73.3,92.8,850,27,34.2,1454,46.2,58.6,179,5.7,7.2,237,7.5,353,11.2,48,1.5,24,0.8
20,All Students,2012,5 year June,2972,2268,76.3,2122,71.4,93.6,703,23.7,31,1419,47.7,62.6,146,4.9,6.4,255,8.6,389,13.1,36,1.2,24,0.8
20,All Students,2011,5 year June,2929,2250,76.8,2117,72.3,94.1,724,24.7,32.2,1393,47.6,61.9,133,4.5,5.9,280,9.6,339,11.6,39,1.3,20,0.7
20,All Students,2010,5 year June,3013,2226,73.9,2095,69.5,94.1,694,23,31.2,1401,46.5,62.9,131,4.3,5.9,288,9.6,449,14.9,35,1.2,13,0.4
20,All Students,2009,5 year June,3148,2236,71,2146,68.2,96,753,23.9,33.7,1393,44.3,62.3,90,2.9,4,344,10.9,507,16.1,39,1.2,22,0.7
20,All Students,2008,5 year June,2920,2087,71.5,1976,67.7,94.7,637,21.8,30.5,1339,45.9,64.2,111,3.8,5.3,336,11.5,410,14,69,2.4,16,0.5
20,All Students,2007,5 year June,3005,2119,70.5,1810,60.2,85.4,587,19.5,27.7,1223,40.7,57.7,309,10.3,14.6,209,7,576,19.2,67,2.2,33,1.1
20,All Students,2006,5 year June,2867,1986,69.3,1610,56.2,81.1,631,22,31.8,979,34.1,49.3,376,13.1,18.9,226,7.9,563,19.6,52,1.8,38,1.3
20,All Students,2005,5 year June,2994,2056,68.7,1599,53.4,77.8,617,20.6,30,982,32.8,47.8,457,15.3,22.2,225,7.5,599,20,69,2.3,44,1.5
20,All Students,2004,5 year June,3022,2007,66.4,1554,51.4,77.4,601,19.9,29.9,953,31.5,47.5,453,15,22.6,305,10.1,615,20.4,63,2.1,31,1
20,All Students,2003,5 year June,2957,1896,64.1,1467,49.6,77.4,644,21.8,34,823,27.8,43.4,429,14.5,22.6,258,8.7,735,24.9,51,1.7,14,0.5
20,All Students,2002,5 year June,2894,1758,60.7,1250,43.2,71.1,523,18.1,29.7,727,25.1,41.4,520,18,29.6,265,9.2,778,26.9,69,2.4,19,0.7
20,All Students,2001,5 year June,2816,1667,59.2,1108,39.3,66.5,497,17.6,29.8,611,21.7,36.7,561,19.9,33.7,205,7.3,847,30.1,94,3.3,3,0.1
20,All Students,2013,6 year June,3131,2553,81.5,2359,75.3,92.4,851,27.2,33.3,1508,48.2,59.1,194,6.2,7.6,115,3.7,385,12.3,52,1.7,26,0.8
20,All Students,2012,6 year June,2961,2347,79.3,2184,73.8,93.1,703,23.7,30,1481,50,63.1,163,5.5,6.9,128,4.3,418,14.1,44,1.5,23,0.8
20,All Students,2011,6 year June,2919,2332,79.9,2182,74.8,93.6,724,24.8,31,1458,49.9,62.5,150,5.1,6.4,139,4.8,377,12.9,52,1.8,19,0.7
20,All Students,2010,6 year June,3007,2312,76.9,2159,71.8,93.4,696,23.1,30.1,1463,48.7,63.3,153,5.1,6.6,157,5.2,477,15.9,45,1.5,14,0.5
20,All Students,2009,6 year June,3138,2336,74.4,2227,71,95.3,754,24,32.3,1473,46.9,63.1,109,3.5,4.7,187,6,541,17.2,53,1.7,21,0.7
20,All Students,2008,6 year June,2923,2169,74.2,2042,69.9,94.1,640,21.9,29.5,1402,48,64.6,127,4.3,5.9,176,6,464,15.9,98,3.4,15,0.5
20,All Students,2007,6 year June,2982,2197,73.7,1854,62.2,84.4,588,19.7,26.8,1266,42.5,57.6,343,11.5,15.6,107,3.6,563,18.9,78,2.6,36,1.2
20,All Students,2006,6 year June,2851,2049,71.9,1639,57.5,80,631,22.1,30.8,1008,35.4,49.2,410,14.4,20,103,3.6,592,20.8,65,2.3,37,1.3
20,All Students,2005,6 year June,2982,2105,70.6,1623,54.4,77.1,617,20.7,29.3,1006,33.7,47.8,482,16.2,22.9,130,4.4,627,21,76,2.5,41,1.4
20,All Students,2004,6 year June,3013,2117,70.3,1600,53.1,75.6,601,19.9,28.4,999,33.2,47.2,517,17.2,24.4,167,5.5,639,21.2,69,2.3,17,0.6
20,All Students,2003,6 year June,2944,1979,67.2,1502,51,75.9,645,21.9,32.6,857,29.1,43.3,477,16.2,24.1,123,4.2,763,25.9,56,1.9,20,0.7
20,All Students,2002,6 year June,2894,1852,64,1280,44.2,69.1,524,18.1,28.3,756,26.1,40.8,584,20.2,31.5,101,3.5,831,28.7,84,2.9,21,0.7
20,All Students,2001,6 year June,2816,1751,62.2,1129,40.1,64.5,499,17.7,28.5,630,22.4,36,624,22.2,35.6,68,2.4,887,31.5,107,3.8,3,0.1
21,All Students,2015,4 year August,2876,2236,77.7,2056,71.5,91.9,479,16.7,21.4,1577,54.8,70.5,180,6.3,8.1,368,12.8,202,7,26,0.9,44,1.5
21,All Students,2014,4 year August,2941,2291,77.9,2137,72.7,93.3,502,17.1,21.9,1635,55.6,71.4,154,5.2,6.7,396,13.5,183,6.2,27,0.9,44,1.5
21,All Students,2013,4 year August,2698,2021,74.9,1888,70,93.4,383,14.2,19,1505,55.8,74.5,133,4.9,6.6,432,16,181,6.7,27,1,37,1.4
21,All Students,2012,4 year August,2717,2013,74.1,1917,70.6,95.2,400,14.7,19.9,1517,55.8,75.4,96,3.5,4.8,471,17.3,178,6.6,14,0.5,32,1.2
21,All Students,2011,4 year August,2835,2087,73.6,2002,70.6,95.9,405,14.3,19.4,1597,56.3,76.5,85,3,4.1,514,18.1,177,6.2,33,1.2,19,0.7
21,All Students,2010,4 year August,3083,2278,73.9,2171,70.4,95.3,477,15.5,20.9,1694,54.9,74.4,107,3.5,4.7,590,19.1,178,5.8,24,0.8,5,0.2
21,All Students,2009,4 year August,3147,2217,70.4,2119,67.3,95.6,487,15.5,22,1632,51.9,73.6,98,3.1,4.4,575,18.3,293,9.3,33,1,19,0.6
21,All Students,2008,4 year August,3258,2242,68.8,2145,65.8,95.7,591,18.1,26.4,1554,47.7,69.3,97,3,4.3,571,17.5,386,11.8,31,1,20,0.6
21,All Students,2007,4 year August,3380,2181,64.5,1930,57.1,88.5,515,15.2,23.6,1415,41.9,64.9,251,7.4,11.5,664,19.6,454,13.4,34,1,46,1.4
21,All Students,2006,4 year August,3025,1945,64.3,1627,53.8,83.7,512,16.9,26.3,1115,36.9,57.3,318,10.5,16.3,595,19.7,367,12.1,48,1.6,68,2.2
21,All Students,2005,4 year August,3067,1903,62,1589,51.8,83.5,607,19.8,31.9,982,32,51.6,314,10.2,16.5,730,23.8,325,10.6,54,1.8,55,1.8
21,All Students,2015,4 year June,2876,2114,73.5,1959,68.1,92.7,474,16.5,22.4,1485,51.6,70.2,155,5.4,7.3,489,17,203,7.1,26,0.9,44,1.5
21,All Students,2014,4 year June,2941,2186,74.3,2041,69.4,93.4,500,17,22.9,1541,52.4,70.5,145,4.9,6.6,501,17,183,6.2,27,0.9,44,1.5
21,All Students,2013,4 year June,2698,1897,70.3,1785,66.2,94.1,379,14,20,1406,52.1,74.1,112,4.2,5.9,556,20.6,181,6.7,27,1,37,1.4
21,All Students,2012,4 year June,2717,1883,69.3,1800,66.2,95.6,395,14.5,21,1405,51.7,74.6,83,3.1,4.4,601,22.1,178,6.6,14,0.5,32,1.2
21,All Students,2011,4 year June,2835,1953,68.9,1882,66.4,96.4,402,14.2,20.6,1480,52.2,75.8,71,2.5,3.6,647,22.8,177,6.2,33,1.2,19,0.7
21,All Students,2010,4 year June,3083,2139,69.4,2045,66.3,95.6,470,15.2,22,1575,51.1,73.6,94,3,4.4,729,23.6,178,5.8,24,0.8,5,0.2
21,All Students,2009,4 year June,3147,2065,65.6,1978,62.9,95.8,481,15.3,23.3,1497,47.6,72.5,87,2.8,4.2,723,23,293,9.3,37,1.2,19,0.6
21,All Students,2008,4 year June,3258,2072,63.6,1990,61.1,96,587,18,28.3,1403,43.1,67.7,82,2.5,4,732,22.5,388,11.9,38,1.2,20,0.6
21,All Students,2007,4 year June,3380,2027,60,1832,54.2,90.4,512,15.1,25.3,1320,39.1,65.1,195,5.8,9.6,798,23.6,466,13.8,43,1.3,45,1.3
21,All Students,2006,4 year June,3025,1817,60.1,1558,51.5,85.7,508,16.8,28,1050,34.7,57.8,259,8.6,14.3,720,23.8,370,12.2,48,1.6,68,2.2
21,All Students,2005,4 year June,3067,1773,57.8,1518,49.5,85.6,601,19.6,33.9,917,29.9,51.7,255,8.3,14.4,860,28,325,10.6,54,1.8,55,1.8
21,All Students,2004,4 year June,3112,1642,52.8,1391,44.7,84.7,669,21.5,40.7,722,23.2,44,251,8.1,15.3,887,28.5,499,16,73,2.3,11,0.4
21,All Students,2003,4 year June,3154,1639,52,1351,42.8,82.4,536,17,32.7,815,25.8,49.7,288,9.1,17.6,945,30,512,16.2,34,1.1,23,0.7
21,All Students,2002,4 year June,3146,1622,51.6,1319,41.9,81.3,511,16.2,31.5,808,25.7,49.8,304,9.7,18.7,910,28.9,538,17.1,37,1.2,34,1.1
21,All Students,2001,4 year June,3225,1677,52,1272,39.4,75.8,603,18.7,36,669,20.7,39.9,408,12.7,24.3,892,27.7,583,18.1,67,2.1,4,0.1
21,All Students,2014,5 year August,2919,2408,82.5,2211,75.7,91.8,502,17.2,20.8,1709,58.5,71,197,6.7,8.2,125,4.3,302,10.3,22,0.8,61,2.1
21,All Students,2013,5 year August,2658,2140,80.5,1965,73.9,91.8,383,14.4,17.9,1582,59.5,73.9,175,6.6,8.2,177,6.7,264,9.9,30,1.1,47,1.8
21,All Students,2012,5 year August,2703,2158,79.8,2037,75.4,94.4,401,14.8,18.6,1636,60.5,75.8,121,4.5,5.6,183,6.8,274,10.1,40,1.5,43,1.6
21,All Students,2011,5 year August,2807,2235,79.6,2126,75.7,95.1,406,14.5,18.2,1720,61.3,77,109,3.9,4.9,209,7.4,285,10.2,42,1.5,34,1.2
21,All Students,2010,5 year August,3054,2448,80.2,2314,75.8,94.5,480,15.7,19.6,1834,60.1,74.9,134,4.4,5.5,285,9.3,261,8.5,44,1.4,12,0.4
21,All Students,2009,5 year August,3131,2410,77,2282,72.9,94.7,488,15.6,20.2,1794,57.3,74.4,128,4.1,5.3,265,8.5,392,12.5,35,1.1,23,0.7
21,All Students,2008,5 year August,3215,2407,74.9,2294,71.4,95.3,593,18.4,24.6,1701,52.9,70.7,113,3.5,4.7,266,8.3,461,14.3,46,1.4,26,0.8
21,All Students,2007,5 year August,3309,2388,72.2,2035,61.5,85.2,520,15.7,21.8,1515,45.8,63.4,353,10.7,14.8,170,5.1,639,19.3,59,1.8,49,1.5
21,All Students,2006,5 year August,3013,2165,71.9,1732,57.5,80,515,17.1,23.8,1217,40.4,56.2,433,14.4,20,152,5,549,18.2,73,2.4,71,2.4
21,All Students,2014,5 year June,2919,2394,82,2203,75.5,92,502,17.2,21,1701,58.3,71.1,191,6.5,8,136,4.7,305,10.4,22,0.8,61,2.1
21,All Students,2013,5 year June,2658,2120,79.8,1955,73.6,92.2,383,14.4,18.1,1572,59.1,74.2,165,6.2,7.8,196,7.4,265,10,30,1.1,47,1.8
21,All Students,2012,5 year June,2703,2138,79.1,2023,74.8,94.6,401,14.8,18.8,1622,60,75.9,115,4.3,5.4,202,7.5,274,10.1,40,1.5,43,1.6
21,All Students,2011,5 year June,2807,2205,78.6,2099,74.8,95.2,405,14.4,18.4,1694,60.3,76.8,106,3.8,4.8,238,8.5,285,10.2,42,1.5,34,1.2
21,All Students,2010,5 year June,3054,2418,79.2,2286,74.9,94.5,479,15.7,19.8,1807,59.2,74.7,132,4.3,5.5,313,10.2,263,8.6,44,1.4,12,0.4
21,All Students,2009,5 year June,3131,2376,75.9,2251,71.9,94.7,488,15.6,20.5,1763,56.3,74.2,125,4,5.3,296,9.5,395,12.6,35,1.1,23,0.7
21,All Students,2008,5 year June,3215,2373,73.8,2262,70.4,95.3,593,18.4,25,1669,51.9,70.3,111,3.5,4.7,292,9.1,468,14.6,46,1.4,26,0.8
21,All Students,2007,5 year June,3309,2354,71.1,2019,61,85.8,520,15.7,22.1,1499,45.3,63.7,335,10.1,14.2,194,5.9,646,19.5,62,1.9,49,1.5
21,All Students,2006,5 year June,3013,2133,70.8,1719,57.1,80.6,515,17.1,24.1,1204,40,56.4,414,13.7,19.4,175,5.8,558,18.5,73,2.4,71,2.4
21,All Students,2005,5 year June,3048,2148,70.5,1716,56.3,79.9,621,20.4,28.9,1095,35.9,51,432,14.2,20.1,233,7.6,512,16.8,71,2.3,82,2.7
21,All Students,2004,5 year June,3127,2010,64.3,1573,50.3,78.3,680,21.7,33.8,893,28.6,44.4,437,14,21.7,318,10.2,597,19.1,117,3.7,85,2.7
21,All Students,2003,5 year June,3154,1982,62.8,1515,48,76.4,549,17.4,27.7,966,30.6,48.7,467,14.8,23.6,338,10.7,719,22.8,87,2.8,27,0.9
21,All Students,2002,5 year June,3146,1962,62.4,1475,46.9,75.2,540,17.2,27.5,935,29.7,47.7,497,15.8,25.3,363,11.5,719,22.9,63,2,34,1.1
21,All Students,2001,5 year June,3225,1994,61.8,1397,43.3,70.1,622,19.3,31.2,775,24,38.9,600,18.6,30.1,291,9,838,26,95,2.9,4,0.1
21,All Students,2013,6 year June,2649,2179,82.3,1988,75,91.2,383,14.5,17.6,1605,60.6,73.7,191,7.2,8.8,95,3.6,299,11.3,28,1.1,48,1.8
21,All Students,2012,6 year June,2701,2194,81.2,2061,76.3,93.9,401,14.8,18.3,1660,61.5,75.7,133,4.9,6.1,116,4.3,303,11.2,39,1.4,45,1.7
21,All Students,2011,6 year June,2806,2279,81.2,2158,76.9,94.7,406,14.5,17.8,1752,62.4,76.9,121,4.3,5.3,124,4.4,327,11.7,43,1.5,32,1.1
21,All Students,2010,6 year June,3043,2481,81.5,2336,76.8,94.2,480,15.8,19.3,1856,61,74.8,145,4.8,5.8,191,6.3,302,9.9,47,1.5,17,0.6
21,All Students,2009,6 year June,3117,2464,79.1,2324,74.6,94.3,488,15.7,19.8,1836,58.9,74.5,140,4.5,5.7,173,5.6,416,13.3,37,1.2,24,0.8
21,All Students,2008,6 year June,3209,2463,76.8,2338,72.9,94.9,593,18.5,24.1,1745,54.4,70.8,125,3.9,5.1,153,4.8,485,15.1,72,2.2,26,0.8
21,All Students,2007,6 year June,3297,2457,74.5,2066,62.7,84.1,521,15.8,21.2,1545,46.9,62.9,391,11.9,15.9,96,2.9,631,19.1,65,2,45,1.4
21,All Students,2006,6 year June,2999,2228,74.3,1751,58.4,78.6,515,17.2,23.1,1236,41.2,55.5,477,15.9,21.4,87,2.9,536,17.9,75,2.5,65,2.2
21,All Students,2005,6 year June,3029,2237,73.9,1757,58,78.5,621,20.5,27.8,1136,37.5,50.8,480,15.8,21.5,110,3.6,529,17.5,73,2.4,77,2.5
21,All Students,2004,6 year June,3112,2136,68.6,1610,51.7,75.4,682,21.9,31.9,928,29.8,43.4,526,16.9,24.6,181,5.8,637,20.5,106,3.4,50,1.6
21,All Students,2003,6 year June,3154,2089,66.2,1551,49.2,74.2,550,17.4,26.3,1001,31.7,47.9,538,17.1,25.8,161,5.1,755,23.9,93,2.9,55,1.7
21,All Students,2002,6 year June,3146,2064,65.6,1501,47.7,72.7,540,17.2,26.2,961,30.5,46.6,573,18.2,27.8,168,5.3,794,25.2,80,2.5,35,1.1
21,All Students,2001,6 year June,3225,2093,64.9,1427,44.2,68.2,628,19.5,30,799,24.8,38.2,674,20.9,32.2,110,3.4,909,28.2,106,3.3,4,0.1
22,All Students,2015,4 year August,2546,2160,84.8,2054,80.7,95.1,1086,42.7,50.3,968,38,44.8,106,4.2,4.9,263,10.3,106,4.2,10,0.4,7,0.3
22,All Students,2014,4 year August,2362,1960,83,1869,79.1,95.4,1004,42.5,51.2,865,36.6,44.1,91,3.9,4.6,299,12.7,89,3.8,10,0.4,4,0.2
22,All Students,2013,4 year August,2362,1956,82.8,1874,79.3,95.8,955,40.4,48.8,919,38.9,47,82,3.5,4.2,287,12.2,100,4.2,9,0.4,10,0.4
22,All Students,2012,4 year August,2586,2102,81.3,2033,78.6,96.7,982,38,46.7,1051,40.6,50,69,2.7,3.3,331,12.8,134,5.2,12,0.5,4,0.2
22,All Students,2011,4 year August,2358,1895,80.4,1851,78.5,97.7,890,37.7,47,961,40.8,50.7,44,1.9,2.3,315,13.4,129,5.5,15,0.6,4,0.2
22,All Students,2010,4 year August,2637,2020,76.6,1963,74.4,97.2,943,35.8,46.7,1020,38.7,50.5,57,2.2,2.8,399,15.1,198,7.5,7,0.3,13,0.5
22,All Students,2009,4 year August,2635,1925,73.1,1858,70.5,96.5,833,31.6,43.3,1025,38.9,53.2,67,2.5,3.5,457,17.3,224,8.5,14,0.5,12,0.5
22,All Students,2008,4 year August,2887,2092,72.5,2037,70.6,97.4,898,31.1,42.9,1139,39.5,54.4,55,1.9,2.6,458,15.9,297,10.3,27,0.9,13,0.5
22,All Students,2007,4 year August,2767,2132,77.1,1939,70.1,90.9,905,32.7,42.4,1034,37.4,48.5,193,7,9.1,332,12,260,9.4,16,0.6,24,0.9
22,All Students,2006,4 year August,2934,2267,77.3,1991,67.9,87.8,1021,34.8,45,970,33.1,42.8,276,9.4,12.2,321,10.9,297,10.1,22,0.7,27,0.9
22,All Students,2005,4 year August,2795,2024,72.4,1608,57.5,79.4,763,27.3,37.7,845,30.2,41.7,416,14.9,20.6,419,15,301,10.8,19,0.7,32,1.1
22,All Students,2015,4 year June,2546,2078,81.6,1984,77.9,95.5,1080,42.4,52,904,35.5,43.5,94,3.7,4.5,344,13.5,107,4.2,10,0.4,7,0.3
22,All Students,2014,4 year June,2362,1903,80.6,1822,77.1,95.7,996,42.2,52.3,826,35,43.4,81,3.4,4.3,356,15.1,89,3.8,10,0.4,4,0.2
22,All Students,2013,4 year June,2362,1902,80.5,1826,77.3,96,952,40.3,50.1,874,37,46,76,3.2,4,341,14.4,100,4.2,9,0.4,10,0.4
22,All Students,2012,4 year June,2586,2041,78.9,1978,76.5,96.9,978,37.8,47.9,1000,38.7,49,63,2.4,3.1,391,15.1,134,5.2,13,0.5,4,0.2
22,All Students,2011,4 year June,2358,1818,77.1,1776,75.3,97.7,889,37.7,48.9,887,37.6,48.8,42,1.8,2.3,390,16.5,130,5.5,15,0.6,4,0.2
22,All Students,2010,4 year June,2637,1917,72.7,1868,70.8,97.4,939,35.6,49,929,35.2,48.5,49,1.9,2.6,501,19,198,7.5,7,0.3,13,0.5
22,All Students,2009,4 year June,2635,1791,68,1736,65.9,96.9,825,31.3,46.1,911,34.6,50.9,55,2.1,3.1,588,22.3,226,8.6,15,0.6,12,0.5
22,All Students,2008,4 year June,2887,1964,68,1921,66.5,97.8,891,30.9,45.4,1030,35.7,52.4,43,1.5,2.2,584,20.2,297,10.3,29,1,13,0.5
22,All Students,2007,4 year June,2767,2001,72.3,1851,66.9,92.5,897,32.4,44.8,954,34.5,47.7,150,5.4,7.5,457,16.5,262,9.5,20,0.7,24,0.9
22,All Students,2006,4 year June,2934,2143,73,1905,64.9,88.9,1006,34.3,46.9,899,30.6,42,238,8.1,11.1,440,15,302,10.3,22,0.7,27,0.9
22,All Students,2005,4 year June,2795,1914,68.5,1557,55.7,81.3,754,27,39.4,803,28.7,42,357,12.8,18.7,528,18.9,301,10.8,20,0.7,32,1.1
22,All Students,2004,4 year June,3222,2153,66.8,1706,52.9,79.2,868,26.9,40.3,838,26,38.9,447,13.9,20.8,673,20.9,363,11.3,25,0.8,8,0.2
22,All Students,2003,4 year June,3154,2053,65.1,1673,53,81.5,833,26.4,40.6,840,26.6,40.9,380,12,18.5,678,21.5,372,11.8,22,0.7,21,0.7
