District,Category,Cohort Year,Cohort,# Total Cohort,# Grads,% Grads,# Total Regents,% Total Regents of Cohort,% Total Regents of Grads,# Advanced Regents,% Advanced Regents of Cohort,% Advanced Regents of Grads,# Regents without Advanced,% Regents without Advanced of Cohort,% Regents without Advanced of Grads,# Local,% Local of Cohort,% Local of Grads,# Still Enrolled,% Still Enrolled,# Dropout,% Dropout,# SACC (IEP Diploma),% SACC (IEP Diploma) of Cohort,# TASC (GED),% TASC (GED) of Cohort
17,All Students,2010,4 year June,1891,1232,65.2,1169,61.8,94.9,90,4.8,7.3,1079,57.1,87.6,63,3.3,5.1,495,26.2,124,6.6,28,1.5,11,0.6
17,All Students,2009,4 year June,2025,1218,60.1,1160,57.3,95.2,112,5.5,9.2,1048,51.8,86,58,2.9,4.8,563,27.8,196,9.7,32,1.6,15,0.7
17,All Students,2008,4 year June,2153,1270,59,1221,56.7,96.1,104,4.8,8.2,1117,51.9,88,49,2.3,3.9,609,28.3,230,10.7,33,1.5,10,0.5
17,All Students,2007,4 year June,2511,1385,55.2,1147,45.7,82.8,153,6.1,11,994,39.6,71.8,238,9.5,17.2,716,28.5,335,13.3,28,1.1,45,1.8
17,All Students,2006,4 year June,2342,1370,58.5,1025,43.8,74.8,159,6.8,11.6,866,37,63.2,345,14.7,25.2,634,27.1,252,10.8,38,1.6,45,1.9
17,All Students,2005,4 year June,2300,1349,58.7,935,40.7,69.3,149,6.5,11,786,34.2,58.3,414,18,30.7,687,29.9,188,8.2,32,1.4,44,1.9
17,All Students,2004,4 year June,2187,1307,59.8,830,38,63.5,134,6.1,10.3,696,31.8,53.3,477,21.8,36.5,649,29.7,175,8,52,2.4,4,0.2
17,All Students,2003,4 year June,1870,1087,58.1,652,34.9,60,121,6.5,11.1,531,28.4,48.9,435,23.3,40,544,29.1,192,10.3,35,1.9,11,0.6
17,All Students,2002,4 year June,2137,1065,49.8,598,28,56.2,142,6.6,13.3,456,21.3,42.8,470,22,44.1,646,30.2,332,15.5,29,1.4,57,2.7
17,All Students,2001,4 year June,2378,1069,45,517,21.7,48.4,117,4.9,10.9,400,16.8,37.4,552,23.2,51.6,838,35.2,416,17.5,47,2,8,0.3
17,All Students,2014,5 year August,1882,1544,82,1365,72.5,88.4,118,6.3,7.6,1247,66.3,80.8,179,9.5,11.6,92,4.9,204,10.8,33,1.8,8,0.4
17,All Students,2013,5 year August,1835,1474,80.3,1309,71.3,88.8,174,9.5,11.8,1135,61.9,77,165,9,11.2,135,7.4,191,10.4,25,1.4,10,0.5
17,All Students,2012,5 year August,2070,1627,78.6,1489,71.9,91.5,161,7.8,9.9,1328,64.2,81.6,138,6.7,8.5,176,8.5,206,10,44,2.1,14,0.7
17,All Students,2011,5 year August,2049,1574,76.8,1467,71.6,93.2,148,7.2,9.4,1319,64.4,83.8,107,5.2,6.8,193,9.4,221,10.8,44,2.1,13,0.6
17,All Students,2010,5 year August,1885,1433,76,1342,71.2,93.6,90,4.8,6.3,1252,66.4,87.4,91,4.8,6.4,183,9.7,210,11.1,42,2.2,14,0.7
17,All Students,2009,5 year August,1976,1448,73.3,1358,68.7,93.8,112,5.7,7.7,1246,63.1,86,90,4.6,6.2,204,10.3,260,13.2,44,2.2,19,1
17,All Students,2008,5 year August,2129,1503,70.6,1432,67.3,95.3,104,4.9,6.9,1328,62.4,88.4,71,3.3,4.7,248,11.6,302,14.2,63,3,9,0.4
17,All Students,2007,5 year August,2458,1704,69.3,1298,52.8,76.2,153,6.2,9,1145,46.6,67.2,406,16.5,23.8,160,6.5,493,20.1,52,2.1,48,2
17,All Students,2006,5 year August,2401,1710,71.2,1145,47.7,67,159,6.6,9.3,986,41.1,57.7,565,23.5,33,152,6.3,438,18.2,54,2.2,43,1.8
17,All Students,2014,5 year June,1882,1534,81.5,1359,72.2,88.6,118,6.3,7.7,1241,65.9,80.9,175,9.3,11.4,98,5.2,208,11.1,33,1.8,8,0.4
17,All Students,2013,5 year June,1835,1462,79.7,1303,71,89.1,174,9.5,11.9,1129,61.5,77.2,159,8.7,10.9,147,8,191,10.4,25,1.4,10,0.5
17,All Students,2012,5 year June,2070,1607,77.6,1476,71.3,91.8,161,7.8,10,1315,63.5,81.8,131,6.3,8.2,196,9.5,206,10,44,2.1,14,0.7
17,All Students,2011,5 year June,2049,1551,75.7,1451,70.8,93.6,148,7.2,9.5,1303,63.6,84,100,4.9,6.4,215,10.5,222,10.8,44,2.1,13,0.6
17,All Students,2010,5 year June,1885,1418,75.2,1330,70.6,93.8,90,4.8,6.3,1240,65.8,87.4,88,4.7,6.2,197,10.5,211,11.2,42,2.2,14,0.7
17,All Students,2009,5 year June,1976,1419,71.8,1334,67.5,94,112,5.7,7.9,1222,61.8,86.1,85,4.3,6,229,11.6,263,13.3,45,2.3,19,1
17,All Students,2008,5 year June,2129,1481,69.6,1412,66.3,95.3,104,4.9,7,1308,61.4,88.3,69,3.2,4.7,267,12.5,303,14.2,64,3,9,0.4
17,All Students,2007,5 year June,2458,1681,68.4,1293,52.6,76.9,153,6.2,9.1,1140,46.4,67.8,388,15.8,23.1,176,7.2,500,20.3,52,2.1,48,2
17,All Students,2006,5 year June,2401,1672,69.6,1134,47.2,67.8,159,6.6,9.5,975,40.6,58.3,538,22.4,32.2,185,7.7,446,18.6,54,2.2,40,1.7
17,All Students,2005,5 year June,2290,1584,69.2,1010,44.1,63.8,153,6.7,9.7,857,37.4,54.1,574,25.1,36.2,226,9.9,375,16.4,51,2.2,51,2.2
17,All Students,2004,5 year June,2210,1556,70.4,895,40.5,57.5,134,6.1,8.6,761,34.4,48.9,661,29.9,42.5,249,11.3,268,12.1,72,3.3,64,2.9
17,All Students,2003,5 year June,1870,1254,67.1,689,36.8,54.9,121,6.5,9.6,568,30.4,45.3,565,30.2,45.1,262,14,269,14.4,61,3.3,23,1.2
17,All Students,2002,5 year June,2137,1251,58.5,626,29.3,50,144,6.7,11.5,482,22.6,38.5,633,29.6,50.6,281,13.1,483,22.6,56,2.6,58,2.7
17,All Students,2001,5 year June,2378,1375,57.8,551,23.2,40.1,122,5.1,8.9,429,18,31.2,828,34.8,60.2,248,10.4,664,27.9,80,3.4,8,0.3
17,All Students,2013,6 year June,1827,1505,82.4,1330,72.8,88.4,174,9.5,11.6,1156,63.3,76.8,175,9.6,11.6,80,4.4,203,11.1,30,1.6,9,0.5
17,All Students,2012,6 year June,2059,1653,80.3,1504,73,91,161,7.8,9.7,1343,65.2,81.2,149,7.2,9,124,6,222,10.8,47,2.3,11,0.5
17,All Students,2011,6 year June,2034,1633,80.3,1512,74.3,92.6,148,7.3,9.1,1364,67.1,83.5,121,5.9,7.4,104,5.1,232,11.4,44,2.2,17,0.8
17,All Students,2010,6 year June,1873,1467,78.3,1368,73,93.3,90,4.8,6.1,1278,68.2,87.1,99,5.3,6.7,123,6.6,220,11.7,47,2.5,13,0.7
17,All Students,2009,6 year June,1971,1491,75.6,1391,70.6,93.3,112,5.7,7.5,1279,64.9,85.8,100,5.1,6.7,130,6.6,285,14.5,45,2.3,18,0.9
17,All Students,2008,6 year June,2113,1541,72.9,1461,69.1,94.8,104,4.9,6.7,1357,64.2,88.1,80,3.8,5.2,149,7.1,317,15,91,4.3,11,0.5
17,All Students,2007,6 year June,2434,1741,71.5,1316,54.1,75.6,153,6.3,8.8,1163,47.8,66.8,425,17.5,24.4,89,3.7,506,20.8,54,2.2,42,1.7
17,All Students,2006,6 year June,2358,1764,74.8,1159,49.2,65.7,159,6.7,9,1000,42.4,56.7,605,25.7,34.3,57,2.4,431,18.3,58,2.5,43,1.8
17,All Students,2005,6 year June,2276,1683,73.9,1035,45.5,61.5,153,6.7,9.1,882,38.8,52.4,648,28.5,38.5,86,3.8,412,18.1,52,2.3,40,1.8
17,All Students,2004,6 year June,2195,1641,74.8,917,41.8,55.9,134,6.1,8.2,783,35.7,47.7,724,33,44.1,121,5.5,331,15.1,71,3.2,30,1.4
17,All Students,2003,6 year June,1864,1337,71.7,705,37.8,52.7,121,6.5,9.1,584,31.3,43.7,632,33.9,47.3,112,6,309,16.6,64,3.4,41,2.2
17,All Students,2002,6 year June,2137,1323,61.9,628,29.4,47.5,144,6.7,10.9,484,22.6,36.6,703,32.9,53.1,165,7.7,520,24.3,60,2.8,61,2.9
17,All Students,2001,6 year June,2378,1441,60.6,562,23.6,39,122,5.1,8.5,440,18.5,30.5,889,37.4,61.7,110,4.6,729,30.7,87,3.7,8,0.3
18,All Students,2015,4 year August,1203,771,64.1,684,56.9,88.7,7,0.6,0.9,677,56.3,87.8,87,7.2,11.3,286,23.8,119,9.9,4,0.3,23,1.9
18,All Students,2014,4 year August,1214,777,64,702,57.8,90.3,6,0.5,0.8,696,57.3,89.6,75,6.2,9.7,323,26.6,92,7.6,5,0.4,17,1.4
18,All Students,2013,4 year August,1204,790,65.6,718,59.6,90.9,48,4,6.1,670,55.6,84.8,72,6,9.1,294,24.4,95,7.9,5,0.4,19,1.6
18,All Students,2012,4 year August,1208,721,59.7,645,53.4,89.5,4,0.3,0.6,641,53.1,88.9,76,6.3,10.5,363,30,92,7.6,10,0.8,19,1.6
18,All Students,2011,4 year August,1171,732,62.5,675,57.6,92.2,10,0.9,1.4,665,56.8,90.8,57,4.9,7.8,313,26.7,109,9.3,11,0.9,6,0.5
18,All Students,2010,4 year August,1106,657,59.4,573,51.8,87.2,20,1.8,3,553,50,84.2,84,7.6,12.8,319,28.8,107,9.7,5,0.5,15,1.4
18,All Students,2009,4 year August,1140,635,55.7,579,50.8,91.2,27,2.4,4.3,552,48.4,86.9,56,4.9,8.8,331,29,138,12.1,14,1.2,20,1.8
18,All Students,2008,4 year August,1189,665,55.9,586,49.3,88.1,15,1.3,2.3,571,48,85.9,79,6.6,11.9,354,29.8,135,11.4,23,1.9,12,1
18,All Students,2007,4 year August,1065,483,45.4,379,35.6,78.5,50,4.7,10.4,329,30.9,68.1,104,9.8,21.5,380,35.7,154,14.5,16,1.5,30,2.8
18,All Students,2006,4 year August,1070,400,37.4,149,13.9,37.3,20,1.9,5,129,12.1,32.3,251,23.5,62.8,397,37.1,219,20.5,22,2.1,32,3
18,All Students,2005,4 year August,1432,548,38.3,221,15.4,40.3,25,1.7,4.6,196,13.7,35.8,327,22.8,59.7,556,38.8,245,17.1,34,2.4,49,3.4
18,All Students,2015,4 year June,1203,707,58.8,633,52.6,89.5,7,0.6,1,626,52,88.5,74,6.2,10.5,350,29.1,119,9.9,4,0.3,23,1.9
18,All Students,2014,4 year June,1214,719,59.2,656,54,91.2,6,0.5,0.8,650,53.5,90.4,63,5.2,8.8,381,31.4,92,7.6,5,0.4,17,1.4
18,All Students,2013,4 year June,1204,744,61.8,682,56.6,91.7,48,4,6.5,634,52.7,85.2,62,5.1,8.3,340,28.2,95,7.9,5,0.4,19,1.6
18,All Students,2012,4 year June,1208,684,56.6,619,51.2,90.5,4,0.3,0.6,615,50.9,89.9,65,5.4,9.5,400,33.1,92,7.6,10,0.8,19,1.6
18,All Students,2011,4 year June,1171,680,58.1,637,54.4,93.7,10,0.9,1.5,627,53.5,92.2,43,3.7,6.3,365,31.2,109,9.3,11,0.9,6,0.5
18,All Students,2010,4 year June,1106,592,53.5,524,47.4,88.5,20,1.8,3.4,504,45.6,85.1,68,6.1,11.5,384,34.7,107,9.7,5,0.5,15,1.4
18,All Students,2009,4 year June,1140,572,50.2,522,45.8,91.3,27,2.4,4.7,495,43.4,86.5,50,4.4,8.7,390,34.2,138,12.1,18,1.6,20,1.8
18,All Students,2008,4 year June,1189,614,51.6,555,46.7,90.4,15,1.3,2.4,540,45.4,87.9,59,5,9.6,405,34.1,135,11.4,23,1.9,12,1
18,All Students,2007,4 year June,1065,463,43.5,371,34.8,80.1,49,4.6,10.6,322,30.2,69.5,92,8.6,19.9,400,37.6,155,14.6,16,1.5,29,2.7
18,All Students,2006,4 year June,1070,374,35,145,13.6,38.8,19,1.8,5.1,126,11.8,33.7,229,21.4,61.2,423,39.5,219,20.5,22,2.1,32,3
18,All Students,2005,4 year June,1432,496,34.6,215,15,43.3,25,1.7,5,190,13.3,38.3,281,19.6,56.7,608,42.5,245,17.1,34,2.4,49,3.4
18,All Students,2004,4 year June,1575,510,32.4,220,14,43.1,25,1.6,4.9,195,12.4,38.2,290,18.4,56.9,750,47.6,267,17,34,2.2,14,0.9
18,All Students,2003,4 year June,1789,581,32.5,273,15.3,47,27,1.5,4.6,246,13.8,42.3,308,17.2,53,835,46.7,334,18.7,27,1.5,11,0.6
18,All Students,2002,4 year June,1694,534,31.5,220,13,41.2,53,3.1,9.9,167,9.9,31.3,315,18.6,59,765,45.2,269,15.9,24,1.4,49,2.9
18,All Students,2001,4 year June,1532,579,37.8,219,14.3,37.8,27,1.8,4.7,192,12.5,33.2,360,23.5,62.2,597,39,302,19.7,53,3.5,1,0.1
18,All Students,2014,5 year August,1225,906,74,773,63.1,85.3,7,0.6,0.8,766,62.5,84.5,133,10.9,14.7,111,9.1,173,14.1,15,1.2,20,1.6
18,All Students,2013,5 year August,1200,894,74.5,775,64.6,86.7,48,4,5.4,727,60.6,81.3,119,9.9,13.3,123,10.3,150,12.5,14,1.2,19,1.6
18,All Students,2012,5 year August,1218,833,68.4,707,58,84.9,5,0.4,0.6,702,57.6,84.3,126,10.3,15.1,163,13.4,172,14.1,30,2.5,16,1.3
18,All Students,2011,5 year August,1181,847,71.7,759,64.3,89.6,10,0.8,1.2,749,63.4,88.4,88,7.5,10.4,156,13.2,143,12.1,24,2,11,0.9
18,All Students,2010,5 year August,1094,771,70.5,661,60.4,85.7,20,1.8,2.6,641,58.6,83.1,110,10.1,14.3,120,11,167,15.3,17,1.6,16,1.5
18,All Students,2009,5 year August,1145,725,63.3,659,57.6,90.9,27,2.4,3.7,632,55.2,87.2,66,5.8,9.1,185,16.2,194,16.9,20,1.7,19,1.7
18,All Students,2008,5 year August,1196,764,63.9,667,55.8,87.3,15,1.3,2,652,54.5,85.3,97,8.1,12.7,171,14.3,199,16.6,45,3.8,17,1.4
18,All Students,2007,5 year August,1027,573,55.8,417,40.6,72.8,50,4.9,8.7,367,35.7,64,156,15.2,27.2,142,13.8,253,24.6,32,3.1,26,2.5
18,All Students,2006,5 year August,1163,505,43.4,188,16.2,37.2,20,1.7,4,168,14.4,33.3,317,27.3,62.8,226,19.4,333,28.6,66,5.7,31,2.7
18,All Students,2014,5 year June,1225,895,73.1,770,62.9,86,7,0.6,0.8,763,62.3,85.3,125,10.2,14,116,9.5,179,14.6,15,1.2,20,1.6
18,All Students,2013,5 year June,1200,881,73.4,768,64,87.2,48,4,5.4,720,60,81.7,113,9.4,12.8,136,11.3,150,12.5,14,1.2,19,1.6
18,All Students,2012,5 year June,1218,815,66.9,695,57.1,85.3,5,0.4,0.6,690,56.7,84.7,120,9.9,14.7,180,14.8,173,14.2,30,2.5,16,1.3
18,All Students,2011,5 year June,1181,842,71.3,755,63.9,89.7,10,0.8,1.2,745,63.1,88.5,87,7.4,10.3,161,13.6,143,12.1,24,2,11,0.9
18,All Students,2010,5 year June,1094,758,69.3,650,59.4,85.8,20,1.8,2.6,630,57.6,83.1,108,9.9,14.2,132,12.1,168,15.4,17,1.6,16,1.5
18,All Students,2009,5 year June,1145,708,61.8,645,56.3,91.1,27,2.4,3.8,618,54,87.3,63,5.5,8.9,202,17.6,194,16.9,20,1.7,19,1.7
18,All Students,2008,5 year June,1196,743,62.1,648,54.2,87.2,15,1.3,2,633,52.9,85.2,95,7.9,12.8,191,16,199,16.6,46,3.8,17,1.4
18,All Students,2007,5 year June,1027,565,55,415,40.4,73.5,50,4.9,8.8,365,35.5,64.6,150,14.6,26.5,148,14.4,255,24.8,32,3.1,26,2.5
18,All Students,2006,5 year June,1163,490,42.1,184,15.8,37.6,20,1.7,4.1,164,14.1,33.5,306,26.3,62.4,239,20.6,336,28.9,66,5.7,30,2.6
18,All Students,2005,5 year June,1463,641,43.8,245,16.7,38.2,25,1.7,3.9,220,15,34.3,396,27.1,61.8,233,15.9,470,32.1,66,4.5,53,3.6
18,All Students,2004,5 year June,1582,698,44.1,246,15.5,35.2,25,1.6,3.6,221,14,31.7,452,28.6,64.8,305,19.3,431,27.2,57,3.6,91,5.8
18,All Students,2003,5 year June,1789,818,45.7,308,17.2,37.7,27,1.5,3.3,281,15.7,34.4,510,28.5,62.3,391,21.9,504,28.2,59,3.3,16,0.9
18,All Students,2002,5 year June,1694,723,42.7,252,14.9,34.9,55,3.2,7.6,197,11.6,27.2,473,27.9,65.4,363,21.4,453,26.7,53,3.1,49,2.9
18,All Students,2001,5 year June,1532,708,46.2,234,15.3,33.1,28,1.8,4,206,13.4,29.1,475,31,67.1,256,16.7,476,31.1,76,5,1,0.1
18,All Students,2013,6 year June,1194,929,77.8,789,66.1,84.9,48,4,5.2,741,62.1,79.8,140,11.7,15.1,58,4.9,173,14.5,16,1.3,18,1.5
18,All Students,2012,6 year June,1208,886,73.3,735,60.8,83,5,0.4,0.6,730,60.4,82.4,151,12.5,17,84,7,189,15.6,30,2.5,18,1.5
18,All Students,2011,6 year June,1182,889,75.2,785,66.4,88.3,10,0.8,1.1,775,65.6,87.2,104,8.8,11.7,82,6.9,168,14.2,27,2.3,15,1.3
18,All Students,2010,6 year June,1098,801,73,682,62.1,85.1,20,1.8,2.5,662,60.3,82.6,119,10.8,14.9,88,8,176,16,17,1.5,13,1.2
18,All Students,2009,6 year June,1143,782,68.4,697,61,89.1,27,2.4,3.5,670,58.6,85.7,85,7.4,10.9,92,8,229,20,18,1.6,20,1.7
18,All Students,2008,6 year June,1195,811,67.9,704,58.9,86.8,15,1.3,1.8,689,57.7,85,107,9,13.2,87,7.3,216,18.1,63,5.3,17,1.4
18,All Students,2007,6 year June,1016,606,59.6,432,42.5,71.3,50,4.9,8.3,382,37.6,63,174,17.1,28.7,90,8.9,263,25.9,33,3.2,24,2.4
18,All Students,2006,6 year June,1107,566,51.1,204,18.4,36,20,1.8,3.5,184,16.6,32.5,362,32.7,64,116,10.5,334,30.2,58,5.2,30,2.7
18,All Students,2005,6 year June,1462,701,47.9,259,17.7,36.9,25,1.7,3.6,234,16,33.4,442,30.2,63.1,123,8.4,504,34.5,88,6,46,3.1
18,All Students,2004,6 year June,1584,760,48,252,15.9,33.2,25,1.6,3.3,227,14.3,29.9,508,32.1,66.8,138,8.7,570,36,66,4.2,50,3.2
18,All Students,2003,6 year June,1787,895,50.1,323,18.1,36.1,27,1.5,3,296,16.6,33.1,572,32,63.9,179,10,594,33.2,74,4.1,44,2.5
18,All Students,2002,6 year June,1694,803,47.4,260,15.3,32.4,55,3.2,6.8,205,12.1,25.5,545,32.2,67.9,170,10,548,32.3,69,4.1,51,3
18,All Students,2001,6 year June,1532,751,49,238,15.5,31.7,28,1.8,3.7,210,13.7,28,514,33.6,68.4,100,6.5,574,37.5,91,5.9,1,0.1
19,All Students,2015,4 year August,1254,962,76.7,755,60.2,78.5,24,1.9,2.5,731,58.3,76,207,16.5,21.5,152,12.1,124,9.9,10,0.8,6,0.5
19,All Students,2014,4 year August,1286,943,73.3,767,59.6,81.3,38,3,4,729,56.7,77.3,176,13.7,18.7,184,14.3,140,10.9,7,0.5,11,0.9
19,All Students,2013,4 year August,1268,846,66.7,703,55.4,83.1,35,2.8,4.1,668,52.7,79,143,11.3,16.9,230,18.1,175,13.8,5,0.4,10,0.8
19,All Students,2012,4 year August,1241,855,68.9,732,59,85.6,31,2.5,3.6,701,56.5,82,123,9.9,14.4,237,19.1,129,10.4,13,1,6,0.5
19,All Students,2011,4 year August,1371,863,62.9,757,55.2,87.7,36,2.6,4.2,721,52.6,83.5,106,7.7,12.3,312,22.8,172,12.5,12,0.9,11,0.8
19,All Students,2010,4 year August,1435,878,61.2,759,52.9,86.4,31,2.2,3.5,728,50.7,82.9,119,8.3,13.6,343,23.9,194,13.5,6,0.4,12,0.8
19,All Students,2009,4 year August,1522,900,59.1,810,53.2,90,24,1.6,2.7,786,51.6,87.3,90,5.9,10,391,25.7,201,13.2,17,1.1,10,0.7
19,All Students,2008,4 year August,1706,1008,59.1,928,54.4,92.1,29,1.7,2.9,899,52.7,89.2,80,4.7,7.9,431,25.3,236,13.8,17,1,13,0.8
19,All Students,2007,4 year August,1756,1072,61,792,45.1,73.9,37,2.1,3.5,755,43,70.4,280,15.9,26.1,365,20.8,272,15.5,12,0.7,32,1.8
19,All Students,2006,4 year August,1774,1002,56.5,659,37.1,65.8,104,5.9,10.4,555,31.3,55.4,343,19.3,34.2,425,24,276,15.6,27,1.5,43,2.4
19,All Students,2005,4 year August,1767,916,51.8,564,31.9,61.6,157,8.9,17.1,407,23,44.4,352,19.9,38.4,488,27.6,260,14.7,47,2.7,56,3.2
19,All Students,2015,4 year June,1254,921,73.4,730,58.2,79.3,24,1.9,2.6,706,56.3,76.7,191,15.2,20.7,192,15.3,125,10,10,0.8,6,0.5
19,All Students,2014,4 year June,1286,875,68,724,56.3,82.7,38,3,4.3,686,53.3,78.4,151,11.7,17.3,252,19.6,140,10.9,7,0.5,11,0.9
19,All Students,2013,4 year June,1268,775,61.1,653,51.5,84.3,35,2.8,4.5,618,48.7,79.7,122,9.6,15.7,301,23.7,175,13.8,5,0.4,10,0.8
19,All Students,2012,4 year June,1241,783,63.1,688,55.4,87.9,31,2.5,4,657,52.9,83.9,95,7.7,12.1,308,24.8,129,10.4,14,1.1,6,0.5
19,All Students,2011,4 year June,1371,755,55.1,684,49.9,90.6,35,2.6,4.6,649,47.3,86,71,5.2,9.4,419,30.6,173,12.6,12,0.9,11,0.8
19,All Students,2010,4 year June,1435,743,51.8,660,46,88.8,31,2.2,4.2,629,43.8,84.7,83,5.8,11.2,476,33.2,194,13.5,8,0.6,12,0.8
19,All Students,2009,4 year June,1522,790,51.9,717,47.1,90.8,24,1.6,3,693,45.5,87.7,73,4.8,9.2,501,32.9,201,13.2,17,1.1,10,0.7
19,All Students,2008,4 year June,1706,910,53.3,846,49.6,93,29,1.7,3.2,817,47.9,89.8,64,3.8,7,525,30.8,237,13.9,20,1.2,13,0.8
19,All Students,2007,4 year June,1756,949,54,727,41.4,76.6,37,2.1,3.9,690,39.3,72.7,222,12.6,23.4,485,27.6,274,15.6,13,0.7,32,1.8
19,All Students,2006,4 year June,1774,859,48.4,604,34,70.3,103,5.8,12,501,28.2,58.3,255,14.4,29.7,568,32,276,15.6,27,1.5,43,2.4
19,All Students,2005,4 year June,1767,846,47.9,539,30.5,63.7,152,8.6,18,387,21.9,45.7,307,17.4,36.3,558,31.6,260,14.7,47,2.7,56,3.2
19,All Students,2004,4 year June,1709,732,42.8,460,26.9,62.8,121,7.1,16.5,339,19.8,46.3,272,15.9,37.2,584,34.2,334,19.5,47,2.8,11,0.6
19,All Students,2003,4 year June,1895,754,39.8,305,16.1,40.5,88,4.6,11.7,217,11.5,28.8,449,23.7,59.5,658,34.7,426,22.5,35,1.8,20,1.1
19,All Students,2002,4 year June,1915,709,37,318,16.6,44.9,32,1.7,4.5,286,14.9,40.3,392,20.5,55.3,671,35,442,23.1,50,2.6,39,2
19,All Students,2001,4 year June,1755,633,36.1,214,12.2,33.8,51,2.9,8.1,163,9.3,25.8,419,23.9,66.2,723,41.2,317,18.1,69,3.9,12,0.7
19,All Students,2014,5 year August,1248,965,77.3,783,62.7,81.1,38,3,3.9,745,59.7,77.2,182,14.6,18.9,50,4,203,16.3,24,1.9,6,0.5
19,All Students,2013,5 year August,1238,884,71.4,721,58.2,81.6,35,2.8,4,686,55.4,77.6,163,13.2,18.4,96,7.8,224,18.1,24,1.9,10,0.8
19,All Students,2012,5 year August,1228,905,73.7,764,62.2,84.4,31,2.5,3.4,733,59.7,81,141,11.5,15.6,102,8.3,181,14.7,36,2.9,4,0.3
19,All Students,2011,5 year August,1349,946,70.1,814,60.3,86,36,2.7,3.8,778,57.7,82.2,132,9.8,14,119,8.8,230,17,39,2.9,14,1
19,All Students,2010,5 year August,1416,966,68.2,829,58.5,85.8,31,2.2,3.2,798,56.4,82.6,137,9.7,14.2,149,10.5,269,19,18,1.3,12,0.8
19,All Students,2009,5 year August,1491,1014,68,901,60.4,88.9,25,1.7,2.5,876,58.8,86.4,113,7.6,11.1,165,11.1,274,18.4,20,1.3,14,0.9
19,All Students,2008,5 year August,1687,1078,63.9,985,58.4,91.4,29,1.7,2.7,956,56.7,88.7,93,5.5,8.6,211,12.5,327,19.4,55,3.3,13,0.8
19,All Students,2007,5 year August,1725,1171,67.9,831,48.2,71,37,2.1,3.2,794,46,67.8,340,19.7,29,64,3.7,409,23.7,49,2.8,30,1.7
19,All Students,2006,5 year August,1791,1130,63.1,701,39.1,62,106,5.9,9.4,595,33.2,52.7,429,24,38,137,7.6,420,23.5,62,3.5,39,2.2
19,All Students,2014,5 year June,1248,958,76.8,778,62.3,81.2,38,3,4,740,59.3,77.2,180,14.4,18.8,57,4.6,203,16.3,24,1.9,6,0.5
19,All Students,2013,5 year June,1238,878,70.9,719,58.1,81.9,35,2.8,4,684,55.3,77.9,159,12.8,18.1,102,8.2,224,18.1,24,1.9,10,0.8
19,All Students,2012,5 year June,1228,893,72.7,757,61.6,84.8,31,2.5,3.5,726,59.1,81.3,136,11.1,15.2,112,9.1,182,14.8,36,2.9,4,0.3
19,All Students,2011,5 year June,1349,935,69.3,806,59.7,86.2,36,2.7,3.9,770,57.1,82.4,129,9.6,13.8,130,9.6,230,17,39,2.9,14,1
19,All Students,2010,5 year June,1416,945,66.7,812,57.3,85.9,31,2.2,3.3,781,55.2,82.6,133,9.4,14.1,170,12,269,19,18,1.3,12,0.8
19,All Students,2009,5 year June,1491,994,66.7,887,59.5,89.2,24,1.6,2.4,863,57.9,86.8,107,7.2,10.8,185,12.4,274,18.4,20,1.3,14,0.9
19,All Students,2008,5 year June,1687,1060,62.8,970,57.5,91.5,29,1.7,2.7,941,55.8,88.8,90,5.3,8.5,229,13.6,327,19.4,55,3.3,13,0.8
19,All Students,2007,5 year June,1725,1164,67.5,826,47.9,71,37,2.1,3.2,789,45.7,67.8,338,19.6,29,68,3.9,411,23.8,50,2.9,30,1.7
19,All Students,2006,5 year June,1791,1109,61.9,698,39,62.9,106,5.9,9.6,592,33.1,53.4,411,22.9,37.1,154,8.6,426,23.8,62,3.5,37,2.1
19,All Students,2005,5 year June,1762,1006,57.1,595,33.8,59.1,162,9.2,16.1,433,24.6,43,411,23.3,40.9,208,11.8,432,24.5,60,3.4,52,3
19,All Students,2004,5 year June,1674,894,53.4,504,30.1,56.4,123,7.3,13.8,381,22.8,42.6,390,23.3,43.6,253,15.1,402,24,62,3.7,62,3.7
19,All Students,2003,5 year June,1895,905,47.8,350,18.5,38.7,92,4.9,10.2,258,13.6,28.5,555,29.3,61.3,291,15.4,607,32,64,3.4,26,1.4
19,All Students,2002,5 year June,1915,894,46.7,349,18.2,39,32,1.7,3.6,317,16.6,35.5,549,28.7,61.4,262,13.7,632,33,84,4.4,39,2
19,All Students,2001,5 year June,1755,789,45,237,13.5,30,53,3,6.7,184,10.5,23.3,552,31.5,70,269,15.3,594,33.8,90,5.1,12,0.7
19,All Students,2013,6 year June,1233,900,73,731,59.3,81.2,35,2.8,3.9,696,56.4,77.3,169,13.7,18.8,63,5.1,232,18.8,27,2.2,11,0.9
19,All Students,2012,6 year June,1232,917,74.4,769,62.4,83.9,31,2.5,3.4,738,59.9,80.5,148,12,16.1,72,5.8,202,16.4,36,2.9,5,0.4
19,All Students,2011,6 year June,1347,968,71.9,833,61.8,86.1,36,2.7,3.7,797,59.2,82.3,135,10,13.9,80,5.9,238,17.7,43,3.2,15,1.1
19,All Students,2010,6 year June,1410,995,70.6,845,59.9,84.9,31,2.2,3.1,814,57.7,81.8,150,10.6,15.1,92,6.5,292,20.7,17,1.2,12,0.9
